Review_Text,Review,Sentimen_Asli,Sentimen_Prediksi
"Please banget benerin optimalisasi nya. Patch lalu kerasa enak, sekarang jadi jelek lagi. Mode Threshold sering banget ngebug visual freeze. Tolong hoyo untuk perbaikannya.",please benerin optimalisasi patch rasa jelek mode threshold ngebug visual freeze tolong hoyo baik,Negative,Negative
"gamenya sudah bagus, mekanisme dan segalanya memang ga usah diraguin lagi. Cuma masalahnya itu cuma di optmialisasinya, hape saya sering banget force close akhir akhir ini saya juga ga tau apa masalahnya. Jadi saya kasih bintang 2 dulu, kalau masalahnya udah dibenerin baru saya kasih bintang 5👌 -sama plis kasih lebih banyak polychrome gratis😁",bagus mekanisme diraguin optmialisasinya hape force close tau kasih bintang dibenerin kasih bintang plis kasih polychrome gratis,Negative,Negative
"Tolong dong Hoyoverse Frame Dropnya parah banget sejak Update 2.0. Padahal udah seru banget sejak belum update, Hp saya udah Snapdragon 6s lo masih leg parah. Udah di instal ulang Hp nya masih sama aja.",tolong hoyoverse frame drop parah update seru update hp snapdragon lo leg parah instal ulang hp,Negative,Negative
hoyo fitur ganti klamin wess yg kasih reting jelek gendeng palane 🙏🙏🙏🙏💯💯💯,hoyo fitur ganti klamin wess kasih reting jelek gendeng palane,Negative,Negative
yg rate apa yg dapat apa... ngg jelas sampai 90 pulah gachanya malah yg rate up ngg dapat .. calon deat game mending main solo leveling free to play masih bisa ngimbangin setiap hari di kasih suplay ..,rate pulah gachanya rate up calon deat mending solo leveling free play ngimbangin kasih suplay,Negative,Negative
Game-nya sudah bagus cuman kurang optimalisasi utk perangkat² lain supaya FPS lebih lancar.,bagus cuman optimalisasi perangkat fps lancar,Negative,Negative
"kalah 80 pity mulu tidak dapat karakter yang diinginkan, sudah muak 😢",kalah pity mulu karakter muak,Negative,Negative
Game apaan ini!!!!!!! Sumpah satisfying bet combat nya gila... Combat nya terlalu bagus.,sumpah satisfying combat gila combat bagus,Negative,Negative
"Game terbaik , yg bilang game nya sering frame drop bearti HP kalian kentang untuk segera ganti kaya gua, bilang ga punya duit ya kerja, ga punya kerjaan nyupang sono di pelabuhan ratu🤣",baik bilang frame drop bearti hp kentang ganti gua bilang duit kerja nyupang sono labuh ratu,Negative,Negative
gua kira update 49 gb ternyata aku salah (2.1),gua update gb salah,Negative,Negative
"game nya bagus banget, lore/story nya gampang mudeng, karakter pun, ul lala~",bagus lorestory gampang mudeng karakter ul lala,Negative,Negative
"stop inflasi hp, buff beberapa agent udah tau pity sering medit + ga pernah di kasih menang rate on. ya kali Luh nyuruh gw solo pake Lycaon m3",stop inflasi hp buff agent tau pity medit kasih menang rate on lu nyuruh solo pakai lycaon,Negative,Negative
Didalam apk download 17 giga gk ngotak parah,dalam apk download giga ngotak parah,Negative,Negative
"Performa game nya berantakan gak kayak dulu, aku pakai Xiaomi Pad 6s pro di game berat lainya aman, cuman disini aja yang fps drop parah. Sering force close waktu gacha dll.....",performa beranta pakai xiaomi pad pro berat lai aman cuman fps drop parah force close waktu gacha dll,Negative,Negative
"please optimalkan game nya, padahal dlu lancar bgt gw main sekarang ntah kenapa jadi patah patah",please optimal lancar patah patah,Negative,Negative
akun bagus gua hilang sendiri,akun bagus gua hilang,Negative,Negative
Sedikit kecewa di update terbaru ini karna karakter terbaru yaitu pulchra tidak memiliki jiggle on her chest😔 seperti nicole dan rina,kecewa update baru karakter baru pulchra milik jiggle on her chest nicole rina,Negative,Negative
kenapa force close woii oerengkat gw kompatibel anj chipsetnya juga lumayan helio g100,force close woii oerengkat kompatibel anjing chipsetnya lumayan hio,Negative,Negative
Give more polycrome.,give more polycrome,Positive,Negative
game ngantuk,ngantuk,Negative,Negative
"Jangan menyerah tetap semangat, hiraukan orang yg membencimu, tetap bangkit sampai kapanpun terus berusaha",serah semangat hirau benci bangkit usaha,Negative,Negative
"Sedikit memperlambat perkegarakan, loading ketika login terlalu lama .berganti tempat juga lama tolong di perbaiki lah, buat kmi para player yg cuma bisa main di hp, trus penyimpanannya tolong agak di perkecil, Trus update nya juga gak ngotak, Hampir 10 GB,GAME APAAN ruang penyimpanannya terlalu besar tolong yaa developer hoyoferse, di perkecil jadi agar bnyak peminatnya trima",lambat perkegarakan loading login ganti tolong baik player hp simpan tolong kecil update ngotak gbgame ruang simpan tolong developer hoyoferse kecil minat terima,Negative,Negative
Tolong bisu nya ditambal,tolong bisu tambal,Negative,Negative
"ini game nya bgs cuma loading nya tuh lama banget ,saya kasih bintang 3 kalo loading nya cepet baru saya kasih bintang full",bagus loading tuh kasih bintang loading cepat kasih bintang full,Negative,Negative
"Permainan ini sangat baik dan berjalan dengan lancar, terutama untuk permainan yang ringan seperti ini.",main jalan lancar main ringan,Negative,Negative
"dear dev, can you fix the bug loggin, i try everything to login but still the game said ""too many request bla bla bla"" i try login with Facebook or X (Twitter) and even use VPN its still same cant login the game, i just wanna link my account to gmail so it's gonna ez to login, can u fix it right now, i try so many things except uninstall and install again i dont wanna redownload again cuz its gonna take so long time, pls dev fixed right now",dear dev can you fix the bug loggin try everything login but still the said too many request bla bla bla try login with facebook twitter and even use vpn its still same cant login the just wan na link my account gmail sok its gon na ez login can lu fix right now try sok many things except uninstall and install again dont wan na redownload again cuz its gon na take sok long time pls dev fixed right now,Negative,Negative
Manaaa tombol keluarnya woyyy,tombol keluar woy,Negative,Negative
Please help me frame drop on Snapdragon 845 and crash Make sure smooth gameplay ITS enough for me,please help me frame drop on snapdragon and crash pakai sure smooth gameplay its enough for me,Negative,Negative
"ga dpt hugo, kalah rate off 2 kali. apalah. personal bgt.",hugo kalah rate off apa personal,Negative,Negative
tolong di perbaiki bug nya,tolong baik bug,Negative,Negative
"Kikir amat bansos nya, udah size gede game jelek, ui jelek pula",kikir bansos size gede jelek ui jelek,Negative,Negative
Sering framedrop di awal main padahal device lumayan (Poco f5) tolong di fix la,framedrop device lumayan poco tolong fix,Negative,Negative
"Sangat amat menikmati game nya, semuanya serba baru mau itu fitur, UI, mekanik/pattern battle. Tidak mengecewakan, enjoy sih mainnya. Uniknya untuk menceritakan kisahnya berbentuk komik dan interaksi antar Wise dan Belle yang asik dan ga bisu juga. Bintang 5 lah.",nikmat serba fitur ui mekanikpattern battle kecewa enjoy main unik cerita kisah bentuk komik interaksi wise belle asik bisu bintang,Positive,Negative
GGWP bagus tapi kebanyakan black screen trus ni game banyak ngomongnya dan jangan lupa ni game berat harus spek yg mumpuni biar lancar main game ini...,ggwp bagus banyak black screen omong lupa berat spek mumpuni biar lancar,Negative,Negative
"game terbaik game action RPG dengan gaya bermain hack and Slash bener bener unik,gamenya seru dan sistem gachanya kgk pelit cuman rada grinding ajah, overall recommended (di naga 7 gen 3 sih gamenya lancar, klo dibawah itu harusnya bisa juga tapi grafiknya turunin)",baik action rpg gaya main hack and slash unikgamenya seru sistem gachanya pelit cuman rada grinding overall recommended naga gen lancar bawah grafik turunin,Negative,Negative
Itu Update?,update,Negative,Negative
"game nya bagus grafik juga bagus banget,tapi ini sistem gachanya kenapa sulit banget buat kita mendapatkan karakter sss sekalian dapat ss malah bukan karakter yang kita incar munculnya malah karakter lain,dari gw pertama kali download zzz ini gw entah sudah berapa banyak buat gacha mendapatkan karakter Ellen Joe gak dapat dapat lain kali di diperbaiki gw juga kesel aja gak dapat karakternya",bagus grafik bagus bangettapi sistem gachanya sulit karakter ss karakter incar muncul karakter laindari download gacha karakter ellen joe baik kesel karakter,Negative,Negative
Tulung updatenya udah mulai extreme,tulung updatenya extreme,Positive,Negative
Akhirnya liris udah lama banget nungguin ini game,liris tunggu,Negative,Negative
"Sulit untuk login bahkan beberapa kali tidak bisa login, sistem menyuruh buat verifikasi tapi page verifikasi ga muncul, terus nyuruh tunggu, sudah ditungguin lama masih sama",sulit login login sistem suruh verifikasi page verifikasi muncul nyuruh tunggu ditungguin,Negative,Negative
"Terlalu banyak loading screen yang menggangu, walau hanya sebentar tapi sangat banyak. Gameplay bermain puzzle TV yang terlalu banyak membuat malas bermain",loading screen menggangu sebentar gameplay main puzzle tv malas main,Negative,Negative
"berat jem, tapi bagus",berat jem bagus,Negative,Negative
kalau jamu nyari game yg punya combat visual keren bgt ini untk kamu bgt deh. tapi kalau kamu anak alim aku kurang rekomend krn character design nya freaky cho. selain itu tidak ada yg kurang sih. minus 1 bintang karena endgamenya susah 💔,jamu cari combat visual keren deh anak alim rekomend character design freaky cho minus bintang endgamenya susah,Negative,Negative
"BOI PAS MAU MASUK HARUS MELEWATI 7 GERBANG PEMBUKAAN LOADING YG LAMAAA BANGET, ion have a whole day just for u cuh 😭😭 gua udh nunggu kayak seharian buat login ini doang",boi pas lewat gerbang buka loading ion have whole day just for lu cuh gua tunggu hari login doang,Negative,Negative
"Game rpg terbaik, hp chipset d920 lancar banget walau harus 30fps bukan 60fps. Combat nya juga seru ada sistem parrynya juga. Kalo size ga masalah 20gb, 50gb pun tetep gw download🗿👍",rpg baik hp chipset lancar fps fps combat seru sistem parrynya size gb gb download,Negative,Negative
sorry for everything,sorry for everything,Negative,Negative
"1) optimalisasi lanjutan dan terkadang frame drop di beberapa momen tertentu seperti saat battle efek skill dan musuh yang banyak ataupun menjelajahi area yg memiliki kepadatan objek/npc seringkali mengalami frame drop yg cukup mengganggu, 2) kualitas render dan resolusi perlu ditingkatkan lagi, 3) mohon untuk tv/hdd dikurangi lagi penggunaannya dikonten konten ingame, 4) volume suara ingame juga terdengar cukup kecil walaupun sudah menaikkan tingkat volume perangkat maupun sistem suara di game",optimalisasi lanjut terkadang frame drop momen battle efek skill musuh jajah area milik padat objeknpc seringkali alami frame drop ganggu kualitas render resolusi tingkat tvhdd rang guna konten konten ingame volume suara ingame dengar naik tingkat volume perangkat sistem suara,Negative,Negative
Kenapa gamenya jadi tidak kompatibel? Padahal sebelumnya kompatibel dan lancar main di handphoneku. Tolong jadikan kompatibel lagi,kompatibel kompatibel lancar handphoneku tolong jadi kompatibel,Negative,Negative
"bohong gacha nya 50/50 gue aja jarang banget menang rate off, sistem gacha nya ampas",bohong gacha jarang menang rate off sistem gacha ampas,Negative,Negative
"awalnya lancar main gak patah patah tapi sekarang sering patah patah padahal penyimpanan masih banyak, tolong di stabilkan jangan sampai yg lain kabur dengan masalah kenyamanan dalam bermain !!",lancar patah patah patah patah simpan tolong stabil kabur nyaman main,Negative,Negative
Game secara keseluruhan bagus tapi di optimalisasi kan untuk yg guna android agar tidak terlalu patah patah saat bermain itu aja sih,bagus optimalisasi android patah patah main,Negative,Negative
"Gila permintaan gua soal permasalahan kompatibel diperbaiki sama mihoyo, sesuai janji gua bakal tambahin bintang nya dari dua jadi 5 untuk kepedulian ke player nya 😁 gua bukan bot atau di bayar sama hoyo ye btw. Sekali lagi makasih loh 🥰",gila minta gua masalah kompatibel baik mihoyo sesuai janji gua tambah bintang peduli player gua bot bayar hoyo ye btw terima kasih loh,Negative,Negative
"bagus sih game nya, lumayan juga bansos nya buat newbie aku juga main game hiyoverse yg lain jdi ak tw bansos zzz lumayan banyk dri game hoyo yg lain",bagus lumayan bansos newbie hiyoverse tau bansos lumayan banyk hoyo,Negative,Negative
"game tergokil dari yang tergokill, bikin update yang baguss terusa Yakk dan banyakin event gratis yang menguntungkan player gratisan😹😹",tergokil tergokill bikin update bagus rusa banyak event gratis untung player gratis,Positive,Negative
"Setelah update 2.5, hp ku stuck di 100% konfigurasi terus force close. padahal patch lalu baik baik aja.",update hp ku stuck konfigurasi force close patch,Negative,Negative
"Di android 9 dapat bug black screen saat loading masuk game, terjadi di hp ROG phone 1 android 9 yg masih menggunakan driver opengl es lama",android bug black screen loading hp rog phone android driver opengl es,Negative,Negative
"menurutku ini game keren abis, gila pokoknya, tapi ya.....buat kalian semua, harus siapkan device yg mumpuni...... sekian",turut keren habis gila pokok yabuat siap device mumpuni sekian,Negative,Negative
optimalisasi yang buruk,optimalisasi buruk,Negative,Negative
"saat ingin memainkan game, ketika loading screen login tiba-tiba keluar tidak jelas. padahal ram dan storage masih banyak. padahal memakai device samsung s25fe",main loading screen login tibatiba ram storage pakai device samsung sfe,Negative,Negative
Best:3 maen di PC. mobile di uninstall soalnya background hitam (hp ai kentang buat Zenless walaupun game laen sejenis msh aman walaupun setting medium/low),best pc mobile uninstall background hitam hp ai kentang zenless jenis aman setting mediumlow,Negative,Negative
"aku sudah mainin, dan grafik high tp knp burem ya?",mainin grafik high buram,Negative,Negative
"Kejar saja Dunia kawan, sampai HP kalian rusak dan memori penuh atau rela hidup miskin demi mengejarnya, koleksi semua game Mihoyo dan tamatkan semuanya apakah kalian mampu? Yang ada kalian makin tertinggal dan terbudak olehnya. Ini game khusua bagi sultan gamer butuh chipset high end Snapdragon 8gen. Adapun hasilnya hanya membodohi kalian. Uang segitu mending di sumbangkan ke warga miskin",kejar dunia kawan hp rusak memori penuh rela hidup miskin kejar koleksi mihoyo tamat tinggal budak khusua sultan gamer butuh chipset high end snapdragon gen hasil bodoh uang segitu mending sumbang warga miskin,Negative,Negative
tambahin mode lain kurangin mode tv,tambah mode kurang mode tv,Positive,Negative
very lag when playing on android,very lag when playing on android,Negative,Negative
"Di Hp mid masih ada frame drop,Tolong tingkatkan lagi performanya",hp mid frame droptolong tingkat performa,Negative,Negative
"game bagus tapi ada bug di rahasia agen kucing dan tikus bagian dua,tolong developer fix dong",bagus bug rahasia agen kucing tikus duatolong developer fix,Negative,Negative
"Kalian yang ngasih B1 ada masalah hidup apa? Protes map? Bro ini game baru 3 bulan belum 7 tahun lu bandingkan ZZZ sama HI agak tolol, protes loading lama mending priksain jaringan lu atau HP lu, kentang mah kentang aja gak usah nyalahin devnya, terus ada protes mode TV di persempit, ya kan itu yang kalian mau, emang serba salah hoyo, penyimpanan kegedean buat game kayak gini, kalau lu emang niat main ya artinya lu udah kudu ganti HP, gak malah nyalahin hoyo karena HP lu yang udah kentang",asih hidup protes map bro tahun banding hi tolol protes loading mending priksain jaring hp kentang mah kentang salah devnya protes mode tv sempit serba salah hoyo simpan gede niat kudu ganti hp salah hoyo hp kentang,Negative,Negative
"device ku poco x6 pro main genshin rata kanan lancar jaya, tapi main nih game walaupun grafis terendah sama medium ngelag nya minta ampun ampe kesel gw",device ku poco pro genshin rata kanan lancar jaya grafis rendah medium ngelag ampun kesel,Negative,Negative
"terjadinya force close, tambahkan supaya layar bisa zoom in dan zoom out karakter.",force close tambah layar zoom zoom out karakter,Negative,Negative
Hitam semua layar ya asu game bug ini mah,hitam layar asu bug mah,Negative,Negative
"Main genshin , pgr , hsr dll lancar , giliran maen zzz pnas bet njir",genshin pgr hsr dll lancar gilir pnas anjir,Negative,Negative
"gameplay bagus asli parah , cuman ada saran buat setting poco F6 gk min? udh rata kiri tetap aja lag parah 😭 apakah saatnya pensi main ZZZ semenjak update v2.0",gameplay bagus asli parah cuman saran setting poco min rata kiri lag parah pensi semenjak update,Negative,Negative
"Game nya keren, ini Persona nya mobile, dari Game play, area semua mirip game persona nya playstation Pokok nya kereeeennn banget 👍 🫶",keren persona mobile play area persona playstation pokok keren,Positive,Negative
The best absolute cinema cutscene,the best absolute cema cutscene,Negative,Negative
"Ada tanggal open servernya, ada aja masih rating 1 comment ga bisa dibuka. Sdm rendah ya gini",tanggal open servernya rating comment buka sdm rendah,Negative,Negative
"Layar mendadak freeze di layar loading, tidak bisa masuk, akan langsung force close. Ini masalah dan keluhan banyak player, gamenya tidak diperhatikan. Butuh pertanggung jawaban.",layar dadak freeze layar loading force close keluh player perhati butuh tanggung,Negative,Negative
"nice game, sekarang sudah agak lancar. sepertinya sudah banyak optimalisasi walaupun di kota tetep lag. tapi yang penting sih Combat nya lumayan lancar karena game ini fokus Combat bukan eksplorasi",nice lancar optimalisasi kota lag combat lumayan lancar fokus combat eksplorasi,Negative,Negative
game makin berat dan masih belum dioptimalkan karena ada beberapa bug yang bikin kesulitan saat battle.,berat optimal bug bikin sulit battle,Negative,Negative
"ini kenapa dah sering ngefreeze layar nya tpi masih lanjut game nya, update sebelum nya ga gitu dah",deh ngefreeze layar update deh,Negative,Negative
game jelek,jelek,Negative,Negative
"langsung download 32 gb bjir😹, mana storage hp gw ga muat lagi. oke dah, gw terpaksa lanjut main lewat cloud. untuk gamenya, sangat bagus. apalagi VA Englishnya yang benar2 menjiwai",download gb bjir storage hp muat oke deh paksa cloud bagus va englishnya jiwa,Negative,Negative
"thanks telah di fix Bug versi 2.7, sekarang main jadi lebih smooth, di highest.",thanks fix bug versi smooth highest,Positive,Negative
Jelek banget tv simulator bikin ngantuk,jelek tv simulator bikin ngantuk,Negative,Negative
"hai,saya ingin menyampaikan saran atau kritik masukan untuk game, saya suka sama game ini,tpi game nya terlalu memakan banyak ram jadi kadang gampang ngelag,terus saat mengkompilasi data atau shading suka force close sendiri,tolong di optimasi lgi untuk device kelas menengah, device: Infinix Hot 50",haisaya saran kritik masuk suka initpi makan ram kadang gampang ngelagterus kompilasi data shading suka force close sendiritolong optimasi device kelas tengah device infinix hot,Negative,Negative
Suka ngefrezze trus ujungya force close sendiri.,suka ngefrezze ujungya force close,Negative,Negative
ni game rusak gak jelas,rusak,Negative,Negative
"untuk mode tv mohon jangan dihilangkan kurangi saja, dan saran saja saat gampad tersambung mohon otomatis ubah ke layout controller tidak perlu lagi ke pengaturan",mode tv hilang kurang saran gampad sambung otomatis ubah layout controller atur,Negative,Negative
china ini lg stress atau butuh uang yha update shiyu defense makin susah yg lama shiyu defense 7 sudah setengah mati ngalahinnya sekarang shiyu defense nya tambah 3 boss nya dan butuh banyak karakter wuwa hbis update juga susah karena ada mekanik break baru karakter rate up di honkai star rail character type break lu mau bikin hype apa sih ga jelas banget,china stres butuh uang update shiyu defense susah shiyu defense mati ngalahinnya shiyu defense bos butuh karakter wuwa habis update susah mekanik break karakter rate up honkai star rail character type break bikin hype,Negative,Negative
"mantep sih makin banyak hadiah dan event,tapi saran aja jarak antar banner agak sedikit dilamain biar dari keanggotaan cukup dapet polynya dan perbanyak b4 yang berguna sih kayak pan yinhu,nicole atau lucy gitu",mantap hadiah eventtapi saran jarak banner dilamain biar anggota polynya banyak guna yinhunicole lucy,Negative,Negative
"gameplay ama ceritanya saya suka tapi tolong lebih optimizdkan gameplay soalnya masih sering patah patah saat main, jadi males main",gameplay cerita suka tolong optimizdkan gameplay patah patah malas,Negative,Negative
"kekurangannya cuma karakter malenya ga banyak, tpi dri segi cerita dan visual udah bagus bangett, ga pelit resources juga",kurang karakter male segi cerita visual bagus pelit resources,Negative,Negative
"Developer jahat gw udh spin Miyabi berkali-kali gk pulang"" jir🙄😹",developer jahat spin miyabi berkalikali pulang jir,Negative,Negative
Bagi yg bilang game nya berat karna 17gb update Percaya lah gw maen pake hp adek gw SnD 695 bisa tanpa legger di fps 30,bilang berat gb update percaya pakai hp adek snd legger fps,Negative,Negative
"game keren, yang ditunggu tunggu",keren tunggu tunggu,Negative,Negative
Tv mode nya ngerusak ini game padahal game nya dah bagus tp gara2 mode tv buang2 eaktu bgt lu kira kita oengguran apa main jalan vulak balik di tv mode kek apa tau,tv mode ngerusak deh bagus gara mode tv buang eaktu oengguran jalan vulak tv mode tau,Negative,Negative
"Game bagus tapi sayang eksekusi konten end gamenya jelek,kayak di shiyu defense contohnya.ada musuh yg ngeblink2 ngilang ,trus ada momen pas ngilang musuhnya gak bisa di hit.Kita kehilangan waktu hampir 10 detik.mau gak mau kalo mau efektif kek dipaksa ngedamage yg gedhe di waktu musuhnya bisa di hit.Krn sisa waktunya kebuang buat animasi. Untuk sekarang sih bisa fullstar tapi lama2 hal gini kalo dinormalisasikan bakal jadi kebiasaan devnya. Lebih suka musuh yg adu mekanik,bukan adu animasi",bagus sayang eksekusi konten end jelekkayak shiyu defense contohnyaada musuh ngeblink hilang momen pas hilang musuh hitkita hilang waktu detikmau efektif paksa ngedamage gedhe waktu musuh hitkrn sisa buang animasi fullstar normalisasi biasa devnya suka musuh adu mekanikbukan adu animasi,Negative,Negative
Pity gacha 100 ? Game play terlalu cepat bikin bosen,pity gacha play cepat bikin bosan,Negative,Negative
"ngak bisa login (terlalubanyak request ),, speed donload lemot banget",login terlalubanyak request speed donload lot,Negative,Negative
"tolong banget dan butuh solusi masalah bug setelah update 2.0 saya mendapatkan bug quest,sebelum update,saya bermain quest balas dendam virtual yang belum saya selesaikan,tapi ketika update 2.0 saya malah tidak bisa melanjutkan quest special ini sebelum bug terjadi saya keluar story ketika Yanagi dan worker H.I.A sudah selesai conversation,setelah saya cek besok nya sekaligus update 2.0 saya malah tidak bisa melanjutkan quest dan tidak ternavigasi untuk melanjutkan nya mohon perbaiki bug ini",tolong butuh solusi bug update bug questsebelum updatesaya main quest balas dendam virtual selesaikantapi update lanjut quest special bug story yanagi worker hia selesai conversationsetelah cek besok update lanjut quest navigasi lanjut baik bug,Negative,Negative
"Optimasi di HP jelek banget, sering framedrop semenjan update Outer Ring kalo gak salah. Patch awal padahal lancar loh.",optimasi hp jelek framedrop semenjan update outer ring salah patch lancar loh,Negative,Negative
stuck dipilih server. gk bisa diapa apain. cuma tv doang yg ganti chanel,stuck pilih server apa apa tv doang ganti chanel,Negative,Negative
"Sebenernya gw suka, semua game dr hoyoverse. Tp sayang hp gw dgn snpdrgon 860 udh g bisa main ini game. Krna patah², framenya, trs ngfrze ga nyaman jdinya ya sadar diri. Maen sbntar doang trs g kuat ya udh🙂. Gw selalu support hoyoverse dg game yg mereka kmbangkan mulai dr GI, HSR, trs ZZZ🫰🏻",suka hoyoverse sayang hp snpdrgon patah framenya ngfrze nyaman jdinya sadar sbntar doang kuat support hoyoverse kmbangkan gi hsr,Negative,Negative
Downloadnya sih 17gb an setelah selesai jadi 19gb hampir 20gb...kurang memuaskan untuk ukuran gamenya seisinya...gacha pun sama seampas2 nya game gacha masih mendingan di Genshin (-_-) Belum ada sehari udah tak hapus gamenya.,downloadnya gb an selesai gb gbkurang muas ukur seisinyagacha ampas gacha mending genshin hari hapus,Negative,Negative
"mantap, agak berat tapi gameplay memuaskan, sering bansoss, jarang kalah rate off (di beberapa akun aja)",mantap berat gameplay muas bansoss jarang kalah rate off akun,Positive,Negative
"Anak2 skip aja ya de, selera milenial.",anak skip deh selera milenial,Positive,Negative
"mungkin anda bisa memperbaiki game ini untuk semua player yang device nya rendah , karena kami mengalami full layar hitam dan kami mohon untuk mengoptimalkan nya secepatnya",baik player device rendah alami full layar hitam optimal cepat,Negative,Negative
"entah kenapa sangat mengecewakan makin kesini tuh, terutama dengan adanya karakter baru yen shunguang kayak di segi ceritanya terlalu memaksakan pada salah satu karakter tersebut, lalu makin kesini ceritanya semakin memakan waktu yang lama yg misalkan di dalam perjalanan misi selalu bertarung dan bertarung lagi meskipun dengan mosnter yang kecil dan biasa namun itu terlalu memakan waktu bermain dan sehingga terasa bosan juga. Tolong kedepannya untuk misi itu yang mudah, cepat, dan fleksibel.",kecewa kesini tuh karakter yen shunguang segi cerita paksa salah karakter kesini cerita makan waktu jalan misi tarung tarung mosnter makan waktu main bosan tolong depan misi mudah cepat fleksibel,Negative,Negative
Game nya asli kikir dan saya sudah gacha dan lewat pity masih tak dapat karakter yang saya ingin kan dan ini game agak berat padahal device saya lumayan memumpuni,asli kikir gacha pity karakter berat device lumayan mumpuni,Positive,Negative
"I hope in the future hoyoverse can make a game that can operate worldwide in Tokyo, Japan so that occasionally we can feel what it's like to go to Japan and enjoy the experience of traveling there. One more thing, honestly I am a little disappointed with the existence of the dungeon in the game zenless zone zero because what I want is a direct battle in the city of Tokyo itself, so make the game feel more exciting please hoyoverse keep up the spirit of working.",hope the future hoyoverse can pakai that can operate worldwide tokyo japan sok that occasionally we can feel what its like go japan and enjoy the experience of traveling there one more thing honestly little disappointed with the existence of the dungeon the zenless zone zero because what want is direct battle the city of tokyo itself sok pakai the feel more exciting please hoyoverse keep up the spirit of working,Negative,Negative
"nice game, pitynya kadang bagus kadang jelek, tapi story lebih bisa dinikmatin khususnya orang yang kurang suka fantasi isekai, sayang semakin lama update size semakin besar dan game makin berat, akhirnya diuninstall karena terlalu berat",nice pitynya kadang bagus kadang jelek story dinikmatin suka fantasi isekai sayang update size berat diuninstall berat,Negative,Negative
"Sebelumnya saya sudah memiliki akun dengan progres yang cukup jauh, kemudian mencoba mendaftarkan username. Saat relogin info login kadaluarsa dan akun saya hilang sehingga memulai dari awal. Keren sekali",milik akun progres coba daftar username relogin info login kadaluarsa akun hilang keren,Negative,Negative
Why do I always not get new characters when I play this game even though I've been playing for a while and the gacha is very difficult?,why always not get new characters when play this even though ive been playing for while and the gacha is very difficult,Negative,Negative
Game sampah apalah coba bosnya susah bener padahal level lebih tinggi player benerin napa tolol,sampah apa coba bos susah level tinggi player benerin tolol,Negative,Negative
"server gagal masuk untuk hari ini,,",server gagal,Negative,Negative
"Dear dev, please make it offline mode too, because sometimes it's difficult to get a signal here",dear dev please pakai offline mode too because sometimes its difficult get signal here,Negative,Negative
"‎Makin Ke sini bukanya makin Bagus Ini game, Malah makin Susah Di mainkan nya, Dari segi bos nya aja udah ngaco pola serangan nya susah di tebak, Makin malas main kalo nanti Update masih gak berubah kemungkinan besar dah malas main game nya SUDAH CAPE KASIH SARAN BERAPA KALI TAPI GAK BERUBAHDari Pertama rilis baru sekarang sekarang kecewa berat Saya hanya punya Skill Rendah dalam main game ini jadi tolong permudah gamenya Agar yang punya kemampuan rendah dalam game ini bisa teratasi.",buka bagus susah main segi bos aco pola serang susah tebak malas update ubah deh malas capek kasih saran berubahdari rilis kecewa berat skill rendah tolong mudah mampu rendah atas,Negative,Negative
"Yg kasih bintang 1 pasti hp nya kentang maksa buat main, jgn ya dek ya,",kasih bintang hp kentang maksa dek,Negative,Negative
performa malah kacau setelah update. kemaren bisa sampai 120fps. sekarang malah ngedrop sampai 1fps atau malah ngefreeze,performa kacau update kemarin fps ngedrop fps ngefreeze,Negative,Negative
"Lagi lagi mihoyo berhasil menggebrak pasar game gacha dengan membuka market baru, gokil dah. Ui nya aesthetic kayak persona Gameplay agak mix antara MGR:R, DMC, sama SF Character bervariasi, gak kayak game gacha kebanyakan yang cuma berani main aman pake model humanoid Story asik dan enjoy buat dinikmatin berasa kayak nonton anime SoL dengan sedikit taburan mystery Untuk BGM gw ngerasa mereka ngambil jalur yang sama kayak Nikke yaitu lo fi dan Dubstep (untuk fight), Overall gamenya wajib coba",mihoyo hasil gebrak pasar gacha buka market gila deh ui aesthetic persona gameplay mix mgrr dmc sf character variasi gacha banyak berani aman pakai model humanoid story asik enjoy dinikmatin asa tonton anime sol tabur mystery bgm ngambil jalur nikke lo dubstep fight overall wajib coba,Negative,Negative
"disini banyak orang bangak ternyata, lu pada udahlah main gratisan banyak ngeluh lagi, udah tau hp kgk mampu jgn banyak ngeluh apa lagi gratisan mainnya, develop nya bukan cuma ini game yang diurus bangak mesti ada bug nya nama juga gamee, lu pada kasih rating kgk ngotak org bangak, gue yang itel 65p mentok2 minimum kgk ngeluh kek lu pada, baru aja framedrop dikit dah pada ngeluh, baru aja crash keluar aja ngeluh, ya sadar diri berarti HP LU YANG KGK BISA BUAT NI GAME, manja bet minta ini itu👎",bangak gratis ngeluh tau hp ngeluh gratis main develop urus bangak mesti bug nama gamee kasih rating ngotak bangak itel mentok minimum ngeluh framedrop dikit deh ngeluh crash ngeluh sadar hp manja,Negative,Negative
tolong saat mengoptimalkan shaaderr sering fc,tolong optimal shaaderr fc,Negative,Negative
"gamenya rada kikir, eventnya lumayan cuman sering kalah rate off.. semuanya kalah rate off",rada kikir eventnya lumayan cuman kalah rate off kalah rate off,Negative,Negative
